Processes,Size,Latency
26,262144,136.27
26,524288,170.20
26,1048576,299.87
28,2,2.91
28,4,2.06
28,8,2.03
28,16,2.51
28,32,2.47
28,64,2.88
28,128,4.07
28,256,4.41
28,512,7.24
28,1024,9.44
28,2048,15.79
28,4096,26.73
28,8192,48.84
28,16384,53.64
28,32768,46.21
28,65536,82.01
28,131072,120.15
28,262144,125.84
28,524288,213.37
28,1048576,336.06
30,2,1.58
30,4,1.92
30,8,1.94
30,16,2.04
30,32,2.41
30,64,2.95
30,128,3.63
30,256,4.58
30,512,6.57
30,1024,9.94
30,2048,17.02
30,4096,29.65
30,8192,55.44
30,16384,53.62
30,32768,42.86
30,65536,93.12
30,131072,116.17
30,262144,140.90
30,524288,204.62
30,1048576,378.03
32,2,2.04
32,4,2.04
32,8,2.78
32,16,2.78
32,32,3.25
32,64,3.83
32,128,4.63
32,256,5.79
32,512,9.06
32,1024,11.70
32,2048,14.89
32,4096,20.76
32,8192,60.13
32,16384,19.92
32,32768,30.00
32,65536,88.75
32,131072,118.39
32,262144,204.47
32,524288,239.61
32,1048576,440.59
34,2,4.16
34,4,4.57
34,8,4.63
34,16,4.86
34,32,5.31
34,64,5.95
34,128,6.76
34,256,8.14
34,512,10.45
34,1024,13.04
34,2048,15.96
34,4096,22.12
34,8192,60.54
34,16384,21.85
34,32768,42.36
34,65536,90.07
34,131072,122.97
34,262144,211.62
34,524288,302.35
34,1048576,519.13
36,2,3.86
36,4,3.94
36,8,4.45
36,16,4.55
36,32,5.12
36,64,5.83
36,128,6.49
36,256,7.86
36,512,10.60
36,1024,13.40
36,2048,16.45
36,4096,22.50
36,8192,59.59
36,16384,22.29
36,32768,32.80
36,65536,67.53
36,131072,135.46
36,262144,194.62
36,524288,347.09
36,1048576,616.81
38,2,3.66
38,4,3.80
38,8,4.21
38,16,4.34
38,32,4.93
38,64,5.65
38,128,6.32
38,256,7.70
38,512,10.24
38,1024,13.37
38,2048,16.73
38,4096,23.25
38,8192,58.33
38,16384,23.25
38,32768,40.50
38,65536,93.43
38,131072,131.35
38,262144,218.97
38,524288,353.60
38,1048576,712.47
40,2,3.40
40,4,3.59
40,8,3.98
40,16,4.13
40,32,4.73
40,64,5.43
40,128,6.17
40,256,7.42
40,512,10.58
40,1024,13.70
40,2048,17.32
40,4096,24.72
40,8192,59.07
40,16384,23.84
40,32768,40.84
40,65536,85.24
40,131072,144.61
40,262144,225.05
40,524288,414.02
40,1048576,806.82
42,2,3.25
42,4,3.19
42,8,3.81
42,16,3.91
42,32,4.58
42,64,5.16
42,128,5.92
42,256,7.28
42,512,10.85
42,1024,14.20
42,2048,18.27
42,4096,24.96
42,8192,59.73
42,16384,24.07
42,32768,42.47
42,65536,88.50
42,131072,162.54
42,262144,254.67
42,524288,470.78
42,1048576,917.23
44,2,3.03
44,4,3.18
44,8,3.57
44,16,3.66
44,32,4.36
44,64,5.11
44,128,5.88
44,256,7.15
44,512,11.24
44,1024,14.56
44,2048,18.61
44,4096,25.90
44,8192,60.20
44,16384,24.87
44,32768,40.18
44,65536,72.16
44,131072,174.68
44,262144,277.76
44,524288,539.65
44,1048576,1034.44
46,2,2.99
46,4,3.03
46,8,3.50
46,16,3.67
46,32,4.35
46,64,4.90
46,128,5.75
46,256,7.20
46,512,11.81
46,1024,15.14
46,2048,19.58
46,4096,27.38
46,8192,62.47
46,16384,26.16
46,32768,50.31
46,65536,102.16
46,131072,184.08
46,262144,315.76
46,524288,592.79
46,1048576,1146.68
48,2,2.86
48,4,3.33
48,8,3.44
48,16,3.85
48,32,4.34
48,64,4.87
48,128,5.64
48,256,7.13
48,512,12.20
48,1024,15.76
48,2048,20.28
48,4096,28.17
48,8192,64.69
48,16384,27.51
48,32768,51.29
48,65536,87.57
48,131072,198.86
48,262144,347.75
48,524288,656.32
48,1048576,1267.14
